"273252243","Customer needs to update CC on file to a new one Axxxxxxxx C Cxxxxxx Visa 4388 0000 0000 0000 exp 07/16 code 333"
"271778215","PLease process loan of 5000.00 against this policy  Pleas fedex to PO at following adtress:  Uxxxx 605 3rd Ave  11 th floor Ny NY 10150 Please fedex to PO   CC number is 4737000000000000 000  exp 11/16  thank you"
"267528257","Please update PO CC info. The new card info is American Express 372400000000000 exp 07/17. Jxxx Hxxx. Please handle. Thank you."
"266988541","PO called and on a recorded line okay to draft when new cc number is updated.  New card number since old one was compromised.  New cc is 4147-0000-0000-0000 exp 05/2010.  Name on card is Gxxxxx M Bxxxxxx, billing zip code is 94560.  Thank you.  Call backnumber if needed is 925-000-0000"
"265723545","Po called wants prem. taken from her Credit Card, 4193:0000:0000:0000, exp. 10/15, 3digit 333, call back # 863-000-0000"
"265697331","Customer needs to update credit card info due to fraud. Please update to Mastercard  5466 0000 0000 0000 exp 09/15 Mxxxxxx Cxxxx.  Thanks"
"232463952","POL M9437000  CK 220-2000000  HAS BEEN RETURNED. CHECK IS BEING REMAILED TO 1767  00 ST Bxxx  NY  11200.   !!! DO NOT DO STOP PAYMENT !!!"
"232464220","Please send bene verification to Wxxx Lxxx From the Delaware State Commis Office FAX # (302)700-0000 Phone (302)700-0000 Also send bene verification to Insured."
"264626498","please update/change the CC info America Express #3797 0000 0000 000 exp 09/15 and please if possible take Aug prem from this new card. Thank you"
"260140634","Hi its me can you please ck and see if this can be done::: Jxxxx Gxxxxxxx is requesting divs for 9500.00 to be sent to AOR in Mexico and have it charged to his Master Card-5329 0000 0000 0000 Exp 02/2013 with 3 digit code of 333 name on the card is JxxxGxxx his ph numb is 656-000-0000 as if this goes regular mail being such a large amount he is unable to track it and it will be almost a month before he rec it.. thanks... sorry"
"255909966","please draft from mastercard 5452 0000 0000 0000 exp 05/11, informed PO this will be the last time we can draft from CC."
"255871206","please update credit card on file to 5466 0000 0000 0000 exp 05/10 mastercard, informed cust this will be the last time for preauthorized credit card. thanks!"
"255795455","Verified re Nxxxxx listening to call cc number is corred: CC#: 4659 0000 0000 0000,  exp 09/11"
"255795378","verified re sup accessing call/cc number is CC#: 46590000 00000000,  exp 09/11."
"254676104","po calling to have his visa updated new no 4271000000000000 exp 10/2010 in the name of the policy holder Rxxxxx A Sxxxxx, also requested to have the annual premium taken off of his cc, and have a receipt sent out to him. Thank you"
"254675090","po giving new MC no 5424000000000000 exp 06/10 cc in the name of po, he has requested that we take the payments to bring his account premiums up to date, thank you"
"254249134","customer request to change cc to 4147 0000 0000 0000 exp 01-2000"
"254169387","marketplace, please update cc info to Visa  4388 0000 0000 0000  exp 07/2000, po would like to stay on monthly billing.  thank you"
"254149140","Market place please update cc info to Master Card    5466 0000 0000 0000  exp 07/2000   Please draft to bring policy current.  Thank you"
"254074277","Please update cc info. Pxxxxxxx M Sxxxxx  Visa  4352 0000 0000 0000  exp 08/11 keep monthly. Thanks."
"253915618","mkplc new cc info MC 5466 0000 0000 0000 exp 02/2000"
"253865693","Please change credit card to: Mxxx Axx Dxxxxxxx Visa 4147 0000 0000 0000        exp 11/09 thanks"
"253825425","please change credit card info to ...  4744 0000 0000 0000 , visa, exp 09/12 , name on card Cxxxx D Mxxxxxxx. also draft current..thanks"
"253685722","marketplace, please update cc info, MC# 5466 0000 0000 0000 exp. 09/10 name on card Xxxx J Wxx.  Thanks"
"253651408","marketplace, VISA# 4264 0000 0000 0000 exp. 07/09 name on card Wxxxxxx K Dxxxxxxx.  Thanks"
"253613637","Marketplace: Please update cc info to; Visa 4045 0000 0000 0000 exp 06/2010. Thanks."
"253455435","po is putting cc on file. MC: 5491 0000 0000 0000         exp. 11/2010 the name on the cc is Jxxx F Dxxxxxx. annual payments. please process. thanks."
"253332083","marketplace, please update cc info, MC# 5466 0000 0000 0000 exp. 05/09 name on card Cxxxxxxxx M Hxxxxxxx.  Thanks"
"253328919","marketplace, please update cc info, 4118 0000 0000 0000 exp. 09/11 name on card Dxxxx F Hxxxxxx.  Thanks"
"253228690","marketplace, please update cc info, VISA# 4323  0000 0000 0000 exp. 05/11 name on card Sxxxxx Cxxxxxx.  Thanks"
"232463923","The Application folder for 4/003000000 is currently unavailable.  The original application is listed as charged out to: Mxxx Mxxx, C/8, AUTOMATIC COLLECTIONS, 5820,"
"232463946","!!!!!!! DO NOT PROCESS STOP PAYMENT !!!!!!!               CK 220-2000000 BEING REMAILED TO 425  7xxx AVE  N Txxx   NY   12180    SPOKE TO MRS. Wxxx TODAY TO CONFIRM            !!!!!   DO NOT PROCESS STOP PAY !!!!! PLEASE JUST CLOSE OUT REF'L SINCE I'M NOT CONNECTED TO YOUR QUEQUE......   THANKS"
"232463967","The Application folder for 3/000000000 is currently unavailable.  The original application is listed as charged out to: Dxxxx Pxxxx, C/7, LDS, 5475,"
"232464488","Caller would like to know how much of a difference in premium would happen if he changed his chld rider from 250,000.00 to 100,000.00. He would like to know the dollar amount before he actually requests the change to take place. His number is 708-900-0000. tku."














